CUSTOMERNAME,CONTACTLASTNAME,CONTACTFIRSTNAME,PHONE_STAND,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CUSTOMER_ID
Diecast Classics Inc.,Yu,Kyung,+12155551555,7586 Pompton St.,Allentown,PA,70267,USA,2264
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2265
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,2266
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,2267
Heintze Collectables,Ibsen,Palle,+4586213555,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,2268
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,2269
"La Corne D'abondance, Co.",Bertrand,Marie,+33142342555,"265, boulevard Charonne",Paris,Unknown,75012,France,2270
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2271
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,2272
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2273
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2274
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2275
Gift Depot Inc.,King,Julie,+12035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,2276
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,2277
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2278
"Corrida Auto Replicas, Ltd",Sommer,Mart¡n,+34915552282,"C/ Araquil, 67",Madrid,Unknown,28023,Spain,2279
Technics Stores Inc.,Hirano,Juri,+16505556809,9408 Furth Circle,Burlingame,CA,94217,USA,2280
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,2281
Mini Auto Werke,Mendel,Roland,+4376753555,Kirchgasse 6,Graz,Unknown,8010,Austria,2282
"Stylish Desk Decors, Co.",Brown,Ann,+441715550297,35 King George,London,Unknown,WX3 6FW,UK,2283
"Classic Gift Ideas, Inc",Cervantes,Francisca,+12155554695,782 First Street,Philadelphia,PA,71270,USA,2284
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,2285
Canadian Gift Exchange Network,Tannamuri,Yoshi,+16045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,2286
Handji Gifts& Co,Victorino,Wendy,+65652241555,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,2287
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2288
Super Scale Inc.,Murphy,Leslie,+12035559545,567 North Pendale Street,New Haven,CT,97823,USA,2289
"Tokyo Collectables, Ltd",Shimamura,Akiko,+8181335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,2290
Souveniers And Things Co.,Huxley,Adrian,+6161294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,2291
Diecast Classics Inc.,Yu,Kyung,+12155551555,7586 Pompton St.,Allentown,PA,70267,USA,2292
Scandinavian Gift Ideas,Larsson,Maria,+460695346555,?kergatan 24,Boras,Unknown,S-844 67,Sweden,2293
Auto Assoc. & Cie.,Tonini,Daniel,+3330598555,"67, avenue de l'Europe",Versailles,Unknown,78000,France,2294
Canadian Gift Exchange Network,Tannamuri,Yoshi,+16045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,2295
Vitachrome Inc.,Frick,Michael,+12125551500,2678 Kingston Rd.,NYC,NY,10022,USA,2296
Mini Wheels Co.,Murphy,Julie,+16505555787,5557 North Pendale Street,San Francisco,CA,Unknown,USA,2297
"Corrida Auto Replicas, Ltd",Sommer,Mart¡n,+34915552282,"C/ Araquil, 67",Madrid,Unknown,28023,Spain,2298
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2299
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,2300
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2301
Quebec Home Shopping Network,Fresnisre,Jean,+15145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,2302
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2303
Rovelli Gifts,Rovelli,Giovanni,+39035640555,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,2304
"Australian Collectors, Co.",Ferguson,Peter,+610395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,2305
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2306
Royale Belge,Cartrain,Pascale,+3207123672555,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,2307
Technics Stores Inc.,Hirano,Juri,+16505556809,9408 Furth Circle,Burlingame,CA,94217,USA,2308
Osaka Souveniers Co.,Kentary,Mory,+81810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,2309
"Australian Collectors, Co.",Ferguson,Peter,+610395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,2310
"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth,+16045554555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,2311
The Sharp Gifts Warehouse,Frick,Sue,+14085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,2312
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2313
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,2314
"Norway Gifts By Mail, Co.",Klaeboe,Jan,+474722121555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Unknown,N 0106,Norway,2315
"Clover Collections, Co.",Cassidy,Dean,+35335318621555,25 Maiden Lane,Dublin,Unknown,2,Ireland,2316
Mini Classics,Frick,Steve,+19145554562,3758 North Pendale Street,White Plains,NY,24067,USA,2317
giftsbymail.co.uk,Bennett,Helen,+441985558888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,2318
Rovelli Gifts,Rovelli,Giovanni,+39035640555,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,2319
Enaco Distributors,Saavedra,Eduardo,+34932034555,"Rambla de Catalu¤a, 23",Barcelona,Unknown,8022,Spain,2320
Gift Ideas Corp.,Lewis,Dan,+12035554407,2440 Pompton St.,Glendale,CT,97561,USA,2321
Souveniers And Things Co.,Huxley,Adrian,+6161294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,2322
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,2323
FunGiftIdeas.com,Benitez,Violeta,+15085552555,1785 First Street,New Bedford,MA,50553,USA,2324
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,2325
Tekni Collectables Inc.,Brown,William,+12015559350,7476 Moss Rd.,Newark,NJ,94019,USA,2326
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,2327
Cruz & Sons Co.,Cruz,Arnold,+636325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,2328
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,2329
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2330
Toys4GrownUps.com,Young,Julie,+16265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,2331
Corporate Gift Ideas Co.,Brown,Julie,+16505551386,7734 Strong St.,San Francisco,CA,Unknown,USA,2332
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,2333
Daedalus Designs Imports,Rance,Martine,+3320161555,"184, chausse de Tournai",Lille,Unknown,59000,France,2334
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2335
Auto Canal Petit,Perrier,Dominique,+33147556555,"25, rue Lauriston",Paris,Unknown,75016,France,2336
Daedalus Designs Imports,Rance,Martine,+3320161555,"184, chausse de Tournai",Lille,Unknown,59000,France,2337
Vitachrome Inc.,Frick,Michael,+12125551500,2678 Kingston Rd.,NYC,NY,10022,USA,2338
Auto Canal Petit,Perrier,Dominique,+33147556555,"25, rue Lauriston",Paris,Unknown,75016,France,2339
Gifts4AllAges.com,Yoshido,Juri,+16175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,2340
Online Mini Collectables,Barajas,Miguel,+16175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,2341
Marta's Replicas Co.,Hernandez,Marta,+16175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,2342
"Toys of Finland, Co.",Karttunen,Matti,+358902248555,Keskuskatu 45,Helsinki,Unknown,21240,Finland,2343
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,2344
Microscale Inc.,Kuo,Kee,+12125551957,5290 North Pendale Street,NYC,NY,10022,USA,2345
Motor Mint Distributors Inc.,Hernandez,Rosa,+12155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,2346
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,2347
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2348
Mini Creations Ltd.,Tam,Wing C,+15085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,2349
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,2350
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2351
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,2352
Rovelli Gifts,Rovelli,Giovanni,+39035640555,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,2353
"Australian Collectors, Co.",Ferguson,Peter,+610395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,2354
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2355
Mini Creations Ltd.,Tam,Wing C,+15085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,2356
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2357
Technics Stores Inc.,Hirano,Juri,+16505556809,9408 Furth Circle,Burlingame,CA,94217,USA,2358
West Coast Collectables Co.,Thompson,Steve,+13105553722,3675 Furth Circle,Burbank,CA,94019,USA,2359
Osaka Souveniers Co.,Kentary,Mory,+81810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,2360
"Australian Collectors, Co.",Ferguson,Peter,+610395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,2361
"Royal Canadian Collectables, Ltd.",Lincoln,Elizabeth,+16045554555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,2362
The Sharp Gifts Warehouse,Frick,Sue,+14085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,2363
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2364
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,2365
"Norway Gifts By Mail, Co.",Klaeboe,Jan,+474722121555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Unknown,N 0106,Norway,2366
"Bavarian Collectables Imports, Co.",Donnermeyer,Michael,+49498961089555,Hansastr. 15,Munich,Unknown,80686,Germany,2367
Mini Classics,Frick,Steve,+19145554562,3758 North Pendale Street,White Plains,NY,24067,USA,2368
giftsbymail.co.uk,Bennett,Helen,+441985558888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,2369
Rovelli Gifts,Rovelli,Giovanni,+39035640555,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,2370
Enaco Distributors,Saavedra,Eduardo,+34932034555,"Rambla de Catalu¤a, 23",Barcelona,Unknown,8022,Spain,2371
Gift Ideas Corp.,Lewis,Dan,+12035554407,2440 Pompton St.,Glendale,CT,97561,USA,2372
Souveniers And Things Co.,Huxley,Adrian,+6161294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,2373
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,2374
FunGiftIdeas.com,Benitez,Violeta,+15085552555,1785 First Street,New Bedford,MA,50553,USA,2375
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,2376
Tekni Collectables Inc.,Brown,William,+12015559350,7476 Moss Rd.,Newark,NJ,94019,USA,2377
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,2378
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2379
Classic Legends Inc.,Hernandez,Maria,+12125558493,5905 Pompton St.,NYC,NY,10022,USA,2380
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,2381
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,2382
"Oulu Toy Supplies, Inc.",Koskitalo,Pirkko,+358981443655,Torikatu 38,Oulu,Unknown,90110,Finland,2383
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,2384
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,2385
"Iberia Gift Imports, Corp.",Roel,Jose Pedro,+34955558282,"C/ Romero, 33",Sevilla,Unknown,41101,Spain,2386
Mini Classics,Frick,Steve,+19145554562,3758 North Pendale Street,White Plains,NY,24067,USA,2387
Diecast Collectables,Franco,Valarie,+16175552555,6251 Ingle Ln.,Boston,MA,51003,USA,2388
"Clover Collections, Co.",Cassidy,Dean,+35335318621555,25 Maiden Lane,Dublin,Unknown,2,Ireland,2389
"Blauer See Auto, Co.",Keitel,Roland,+49496966902555,Lyonerstr. 34,Frankfurt,Unknown,60528,Germany,2390
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2391
Handji Gifts& Co,Victorino,Wendy,+65652241555,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,2392
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2393
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2394
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,2395
Marta's Replicas Co.,Hernandez,Marta,+16175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,2396
Heintze Collectables,Ibsen,Palle,+4586213555,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,2397
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,2398
"La Corne D'abondance, Co.",Bertrand,Marie,+33142342555,"265, boulevard Charonne",Paris,Unknown,75012,France,2399
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2400
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,2401
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2402
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2403
Lyon Souveniers,Da Cunha,Daniel,+3333146627555,27 rue du Colonel Pierre Avia,Paris,Unknown,75508,France,2404
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2405
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,2406
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2407
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,2408
Muscle Machine Inc,Young,Jeff,+12125557413,4092 Furth Circle,NYC,NY,10022,USA,2409
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2410
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2411
"Dragon Souveniers, Ltd.",Natividad,Eric,+65652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,2412
L'ordine Souveniers,Moroni,Maurizio,+390522556555,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,2413
Mini Creations Ltd.,Tam,Wing C,+15085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,2414
Super Scale Inc.,Murphy,Leslie,+12035559545,567 North Pendale Street,New Haven,CT,97823,USA,2415
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,2416
"Clover Collections, Co.",Cassidy,Dean,+35335318621555,25 Maiden Lane,Dublin,Unknown,2,Ireland,2417
"Blauer See Auto, Co.",Keitel,Roland,+49496966902555,Lyonerstr. 34,Frankfurt,Unknown,60528,Germany,2418
Suominen Souveniers,Suominen,Kalle,+35835898045555,"Software Engineering Center, SEC Oy",Espoo,Unknown,FIN-02271,Finland,2419
Diecast Classics Inc.,Yu,Kyung,+12155551555,7586 Pompton St.,Allentown,PA,70267,USA,2420
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2421
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,2422
"AV Stores, Co.",Ashworth,Victoria,+441715551555,Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,2423
Heintze Collectables,Ibsen,Palle,+4586213555,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,2424
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,2425
Classic Legends Inc.,Hernandez,Maria,+12125558493,5905 Pompton St.,NYC,NY,10022,USA,2426
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2427
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,2428
"Tokyo Collectables, Ltd",Shimamura,Akiko,+8181335840555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,2429
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2430
Lyon Souveniers,Da Cunha,Daniel,+3333146627555,27 rue du Colonel Pierre Avia,Paris,Unknown,75508,France,2431
Gift Depot Inc.,King,Julie,+12035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,2432
Cruz & Sons Co.,Cruz,Arnold,+636325553587,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,2433
Reims Collectables,Henriot,Paul,+3326471555,59 rue de l'Abbaye,Reims,Unknown,51100,France,2434
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2435
Toys4GrownUps.com,Young,Julie,+16265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,2436
Corporate Gift Ideas Co.,Brown,Julie,+16505551386,7734 Strong St.,San Francisco,CA,Unknown,USA,2437
"Anna's Decorations, Ltd",O'Hara,Anna,+610299368555,201 Miller Street,North Sydney,NSW,2060,Australia,2438
Daedalus Designs Imports,Rance,Martine,+3320161555,"184, chausse de Tournai",Lille,Unknown,59000,France,2439
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2440
Auto Canal Petit,Perrier,Dominique,+33147556555,"25, rue Lauriston",Paris,Unknown,75016,France,2441
Daedalus Designs Imports,Rance,Martine,+3320161555,"184, chausse de Tournai",Lille,Unknown,59000,France,2442
Vitachrome Inc.,Frick,Michael,+12125551500,2678 Kingston Rd.,NYC,NY,10022,USA,2443
Auto Canal Petit,Perrier,Dominique,+33147556555,"25, rue Lauriston",Paris,Unknown,75016,France,2444
Gifts4AllAges.com,Yoshido,Juri,+16175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,2445
Online Mini Collectables,Barajas,Miguel,+16175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,2446
Marta's Replicas Co.,Hernandez,Marta,+16175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,2447
"Toys of Finland, Co.",Karttunen,Matti,+358902248555,Keskuskatu 45,Helsinki,Unknown,21240,Finland,2448
Baane Mini Imports,Bergulfsen,Jonas,+4707989555,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,2449
Microscale Inc.,Kuo,Kee,+12125551957,5290 North Pendale Street,NYC,NY,10022,USA,2450
Motor Mint Distributors Inc.,Hernandez,Rosa,+12155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,2451
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,2452
Lyon Souveniers,Da Cunha,Daniel,+3333146627555,27 rue du Colonel Pierre Avia,Paris,Unknown,75508,France,2453
Mini Creations Ltd.,Tam,Wing C,+15085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,2454
La Rochelle Gifts,Labrune,Janine,+3340678555,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,2455
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2456
"UK Collectables, Ltd.",Devon,Elizabeth,+441715552282,Berkeley Gardens 12  Brewery,Liverpool,Unknown,WX1 6LT,UK,2457
Danish Wholesale Imports,Petersen,Jytte,+4531123555,Vinb'ltet 34,Kobenhavn,Unknown,1734,Denmark,2458
Salzburg Collectables,Pipps,Georg,+4365629555,Geislweg 14,Salzburg,Unknown,5020,Austria,2459
"Stylish Desk Decors, Co.",Brown,Ann,+441715550297,35 King George,London,Unknown,WX3 6FW,UK,2460
Mini Gifts Distributors Ltd.,Nelson,Valarie,+14155551450,5677 Strong St.,San Rafael,CA,97562,USA,2461
Euro Shopping Channel,Freyre,Diego,+34915559444,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,2462
Scandinavian Gift Ideas,Larsson,Maria,+460695346555,?kergatan 24,Boras,Unknown,S-844 67,Sweden,2463
CAF Imports,Fernandez,Jesus,+3434913728555,"Merchants House, 27-30 Merchant's Quay",Madrid,Unknown,28023,Spain,2464
Mini Creations Ltd.,Tam,Wing C,+15085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,2465
Enaco Distributors,Saavedra,Eduardo,+34932034555,"Rambla de Catalu¤a, 23",Barcelona,Unknown,8022,Spain,2466
"Saveley & Henriot, Co.",Saveley,Mary,+3378325555,"2, rue du Commerce",Lyon,Unknown,69004,France,2467
Collectable Mini Designs Co.,Thompson,Valarie,+17605558146,361 Furth Circle,San Diego,CA,91217,USA,2468
Tekni Collectables Inc.,Brown,William,+12015559350,7476 Moss Rd.,Newark,NJ,94019,USA,2469
Land of Toys Inc.,Yu,Kwai,+12125557818,897 Long Airport Avenue,NYC,NY,10022,USA,2470
Quebec Home Shopping Network,Fresnisre,Jean,+15145558054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,2471
